year,club,base_salary,guaranteed_comp
2023,LAFC,500000.0,537500.0
2023,LAFC,112500.0,123165.0
2023,LAFC,125000.0,125000.0
2023,LAFC,3000000.0,4383900.0
2023,Minnesota United FC,170000.0,189667.0
2023,Minnesota United FC,650000.0,703097.0
2023,Minnesota United FC,85444.0,136630.0
2023,Minnesota United FC,600000.0,661250.0
2023,Minnesota United FC,85444.0,85444.0
2023,Minnesota United FC,450000.0,507500.0
2023,Minnesota United FC,165000.0,181750.0
2023,Minnesota United FC,85444.0,91444.0
2023,Minnesota United FC,260000.0,267500.0
2023,Minnesota United FC,350000.0,372313.0
2023,Minnesota United FC,240000.0,266750.0
2023,Minnesota United FC,560000.0,610000.0
2023,Minnesota United FC,190000.0,203533.0
2023,Minnesota United FC,67360.0,67360.0
2023,Minnesota United FC,548000.0,654708.0
2023,Minnesota United FC,67360.0,67360.0
2023,Minnesota United FC,160000.0,168000.0
2023,Minnesota United FC,900000.0,1039375.0
2023,Minnesota United FC,100000.0,116250.0
2023,Minnesota United FC,68775.0,68775.0
2023,Minnesota United FC,67360.0,74360.0
2023,Minnesota United FC,3200000.0,3550000.0
2023,Minnesota United FC,1600000.0,2151200.0
2023,Minnesota United FC,85444.0,85444.0
2023,Minnesota United FC,410000.0,431875.0
2023,Minnesota United FC,85444.0,98777.0
2023,Minnesota United FC,500012.0,586887.0
2023,Minnesota United FC,98261.0,98261.0
2023,Minnesota United FC,850000.0,850000.0
2023,Minnesota United FC,85444.0,85444.0
2023,Minnesota United FC,85444.0,98736.0
2023,Nashville SC,67360.0,67360.0
2023,Nashville SC,250000.0,270000.0
2023,Nashville SC,89716.0,89716.0
2023,Nashville SC,425000.0,469167.0
2023,Nashville SC,825000.0,939000.0
2023,Nashville SC,252000.0,252000.0
2023,Nashville SC,67360.0,67360.0
2023,Nashville SC,750000.0,821250.0
2023,Nashville SC,88200.0,88200.0
2023,Nashville SC,1000000.0,1115000.0
2023,Nashville SC,67360.0,67360.0
2023,Nashville SC,551250.0,568750.0
2023,Nashville SC,85444.0,87544.0
2023,Nashville SC,260004.0,355471.0
2023,Nashville SC,67360.0,87610.0
2023,Nashville SC,275000.0,302500.0
2023,Nashville SC,725000.0,806500.0
2023,Nashville SC,2900000.0,3188750.0
2023,Nashville SC,500000.0,500000.0
2023,Nashville SC,89716.0,89716.0
2023,Nashville SC,67360.0,74860.0
2023,Nashville SC,650000.0,650000.0
2023,Nashville SC,150000.0,195000.0
2023,Nashville SC,67360.0,72360.0
2023,Nashville SC,2500000.0,2907639.0
2023,Nashville SC,98688.0,112269.0
2023,Nashville SC,375000.0,391250.0
2023,Nashville SC,85444.0,87777.0
2023,Nashville SC,1800000.0,2056979.0
2023,Nashville SC,195000.0,209000.0
2023,New England Revolution,85444.0,91367.0
2023,New England Revolution,85444.0,95784.0
2023,New England Revolution,67360.0,74027.0
2023,New England Revolution,575000.0,638962.0
2023,New England Revolution,2500000.0,2675000.0
2023,New England Revolution,67360.0,67360.0
2023,New England Revolution,350000.0,368813.0
2023,New England Revolution,666250.0,726250.0
2023,New England Revolution,125000.0,125000.0
2023,New England Revolution,651250.0,651250.0
2023,New England Revolution,85444.0,85444.0
2023,New England Revolution,3250000.0,3545833.0
2023,New England Revolution,375000.0,396250.0
2023,New England Revolution,425000.0,450000.0
2023,New England Revolution,240000.0,251583.0
2023,New England Revolution,68775.0,68775.0
2023,New England Revolution,375000.0,395000.0
2023,New England Revolution,750000.0,750000.0
2023,New England Revolution,200000.0,217500.0
2023,New England Revolution,225000.0,225000.0
2023,New England Revolution,420000.0,420000.0
2023,New England Revolution,67360.0,69360.0
2023,New England Revolution,500000.0,541667.0
2023,New England Revolution,125000.0,133000.0
2023,New England Revolution,68775.0,68775.0
2023,New England Revolution,88200.0,88200.0
2023,New England Revolution,625000.0,671667.0
2023,New England Revolution,85444.0,85444.0
2023,New England Revolution,67360.0,80582.0
2023,New England Revolution,250000.0,250000.0
2023,New England Revolution,400000.0,436944.0
2023,New England Revolution,1600000.0,1847500.0
2023,New England Revolution,400000.0,421250.0
2023,New York City FC,230000.0,274800.0
2023,New York City FC,950000.0,1198000.0
2023,New York City FC,67360.0,73296.0
2023,New York City FC,336000.0,432720.0
2023,New York City FC,145000.0,152688.0
2023,New York City FC,68775.0,68775.0
2023,New York City FC,67360.0,111597.0
2023,New York City FC,672000.0,757800.0
2023,New York City FC,200000.0,219600.0
2023,New York City FC,540000.0,604300.0
2023,New York City FC,161250.0,180000.0
2023,New York City FC,300000.0,350000.0
2023,New York City FC,150000.0,165000.0
2023,New York City FC,204000.0,295700.0
2023,New York City FC,125000.0,142144.0
2023,New York City FC,68775.0,68775.0
2023,New York City FC,350000.0,396000.0
2023,New York City FC,249996.0,278479.0
2023,New York City FC,1650000.0,2112000.0
2023,New York City FC,85444.0,108700.0
2023,New York City FC,85444.0,85444.0
2023,New York City FC,600000.0,662250.0
2023,New York City FC,480000.0,500000.0
2023,New York City FC,85444.0,85444.0
2023,New York City FC,67360.0,67360.0
2023,New York City FC,550000.0,550000.0
2023,New York City FC,1025000.0,1120833.0
2023,New York City FC,525000.0,591500.0
2023,New York City FC,600000.0,689750.0
2023,New York City FC,1200000.0,1331333.0
2023,New York City FC,1000000.0,1058333.0
2023,New York City FC,67360.0,67360.0
2023,New York City FC,67360.0,79860.0
2023,New York City FC,85444.0,85444.0
2023,New York Red Bulls,350000.0,406406.0
2023,New York Red Bulls,195000.0,206625.0
2023,New York Red Bulls,500000.0,571871.0
2023,New York Red Bulls,85444.0,85444.0
2023,New York Red Bulls,85444.0,88194.0
2023,New York Red Bulls,490000.0,539649.0
2023,New York Red Bulls,120000.0,145400.0
2023,New York Red Bulls,500000.0,555750.0
2023,New York Red Bulls,85444.0,93026.0
2023,New York Red Bulls,85444.0,109444.0
2023,New York Red Bulls,161000.0,173000.0
2023,New York Red Bulls,85444.0,167685.0
2023,New York Red Bulls,250000.0,301250.0
2023,New York Red Bulls,1155000.0,1206042.0
2023,New York Red Bulls,420000.0,497250.0
2023,New York Red Bulls,85444.0,85444.0
2023,New York Red Bulls,280000.0,280000.0
2023,New York Red Bulls,131000.0,146432.0
2023,New York Red Bulls,1200000.0,1375000.0
2023,New York Red Bulls,88200.0,88200.0
2023,New York Red Bulls,400000.0,476250.0
2023,New York Red Bulls,225000.0,246250.0
2023,New York Red Bulls,67360.0,87312.0
2023,New York Red Bulls,88200.0,88200.0
2023,New York Red Bulls,67360.0,76110.0
2023,New York Red Bulls,67360.0,77179.0
2023,New York Red Bulls,450000.0,494375.0
2023,New York Red Bulls,68775.0,68775.0
2023,New York Red Bulls,85444.0,105447.0
2023,New York Red Bulls,400000.0,435500.0
2023,New York Red Bulls,1320000.0,1459767.0
2023,New York Red Bulls,525000.0,593750.0
2023,Orlando City SC,348000.0,380660.0
2023,Orlando City SC,255000.0,294000.0
2023,Orlando City SC,348000.0,388250.0
2023,Orlando City SC,900000.0,925000.0
2023,Orlando City SC,360000.0,360000.0
2023,Orlando City SC,318182.0,375909.0
2023,Orlando City SC,67360.0,71360.0
2023,Orlando City SC,720000.0,1009333.0
2023,Orlando City SC,330000.0,332000.0
2023,Orlando City SC,85444.0,85444.0
2023,Orlando City SC,110000.0,116300.0
2023,Orlando City SC,575000.0,631250.0
2023,Orlando City SC,67360.0,69495.0
2023,Orlando City SC,68775.0,68775.0
2023,Orlando City SC,85444.0,85444.0
2023,Orlando City SC,67360.0,77360.0
2023,Orlando City SC,85444.0,102444.0
2023,Orlando City SC,840000.0,912600.0
2023,Orlando City SC,67360.0,67360.0
2023,Orlando City SC,675000.0,675000.0
2023,Orlando City SC,85444.0,94468.0
2023,Orlando City SC,85444.0,85444.0
2023,Orlando City SC,67360.0,67360.0
2023,Orlando City SC,300000.0,349250.0
2023,Orlando City SC,250000.0,265900.0
2023,Orlando City SC,130000.0,145650.0
2023,Orlando City SC,160000.0,195500.0
2023,Orlando City SC,640000.0,993200.0
2023,Orlando City SC,85444.0,91974.0
2023,Philadelphia Union,600000.0,710000.0
2023,Philadelphia Union,780000.0,1060000.0
2023,Philadelphia Union,175000.0,192500.0
2023,Philadelphia Union,775000.0,894375.0
2023,Philadelphia Union,170000.0,185378.0
2023,Philadelphia Union,950000.0,950000.0
2023,Philadelphia Union,115000.0,127825.0
2023,Philadelphia Union,68775.0,68775.0
2023,Philadelphia Union,750000.0,843750.0
2023,Philadelphia Union,280000.0,294500.0
2023,Philadelphia Union,1200000.0,1355000.0
2023,Philadelphia Union,900000.0,1038125.0
2023,Philadelphia Union,160000.0,181675.0
2023,Philadelphia Union,275000.0,318333.0
2023,Philadelphia Union,150000.0,188875.0
2023,Philadelphia Union,550000.0,772500.0
2023,Philadelphia Union,300000.0,373589.0
2023,Philadelphia Union,160000.0,186533.0
2023,Philadelphia Union,95000.0,113500.0
2023,Philadelphia Union,67360.0,81476.0
2023,Philadelphia Union,85444.0,93080.0
2023,Philadelphia Union,140000.0,149833.0
2023,Philadelphia Union,95000.0,98000.0
2023,Philadelphia Union,120000.0,123500.0
2023,Philadelphia Union,260000.0,309800.0
2023,Philadelphia Union,67360.0,67360.0
2023,Philadelphia Union,1700000.0,1940000.0
2023,Philadelphia Union,630000.0,701000.0
2023,Portland Timbers,675000.0,731667.0
2023,Portland Timbers,425000.0,490042.0
2023,Portland Timbers,525000.0,680313.0
2023,Portland Timbers,365000.0,377500.0
2023,Portland Timbers,375000.0,496000.0
2023,Portland Timbers,85444.0,85444.0
2023,Portland Timbers,1380000.0,1748000.0
2023,Portland Timbers,450000.0,532000.0
2023,Portland Timbers,315000.0,371654.0
2023,Portland Timbers,67360.0,67360.0
2023,Portland Timbers,650000.0,658333.0
2023,Portland Timbers,1500000.0,1803000.0
2023,Portland Timbers,1885000.0,2230000.0
2023,Portland Timbers,68775.0,68775.0
2023,Portland Timbers,89716.0,89716.0
2023,Portland Timbers,375000.0,460000.0
2023,Portland Timbers,200000.0,239375.0
2023,Portland Timbers,400000.0,412500.0
2023,Portland Timbers,130000.0,151875.0
2023,Portland Timbers,120000.0,135000.0
2023,Portland Timbers,120000.0,317750.0
2023,Portland Timbers,340000.0,384993.0
2023,Portland Timbers,184000.0,209667.0
2023,Portland Timbers,850000.0,1019244.0
2023,Portland Timbers,550000.0,648000.0
2023,Portland Timbers,85444.0,85444.0
2023,Portland Timbers,85444.0,89247.0
2023,Portland Timbers,68775.0,68775.0
2023,Portland Timbers,625000.0,625000.0
2023,Portland Timbers,735000.0,939200.0
2023,Real Salt Lake,1899996.0,2088746.0
2023,Real Salt Lake,85444.0,91027.0
2023,Real Salt Lake,85444.0,95069.0
2023,Real Salt Lake,250000.0,275678.0
2023,Real Salt Lake,225000.0,230000.0
2023,Real Salt Lake,170000.0,193750.0
2023,Real Salt Lake,67360.0,67360.0
2023,Real Salt Lake,115000.0,129750.0
2023,Real Salt Lake,725000.0,905000.0
2023,Real Salt Lake,85444.0,85444.0
2023,Real Salt Lake,220000.0,252000.0
2023,Real Salt Lake,104000.0,108294.0
2023,Real Salt Lake,200000.0,218750.0
2023,Real Salt Lake,67360.0,74686.0
2023,Real Salt Lake,750000.0,820000.0
2023,Real Salt Lake,85444.0,101444.0
2023,Real Salt Lake,1650000.0,1650000.0
2023,Real Salt Lake,180000.0,198150.0
2023,Real Salt Lake,96600.0,96600.0
2023,Real Salt Lake,120000.0,134380.0
2023,Real Salt Lake,350000.0,350000.0
2023,Real Salt Lake,98687.0,98687.0
2023,Real Salt Lake,115000.0,133822.0
2023,Real Salt Lake,590000.0,648653.0
2023,Real Salt Lake,85444.0,85444.0
2023,Real Salt Lake,325000.0,375826.0
2023,Real Salt Lake,300000.0,343167.0
2023,Real Salt Lake,67360.0,74873.0
2023,Real Salt Lake,67360.0,72795.0
2023,Real Salt Lake,67360.0,78460.0
2023,Real Salt Lake,600000.0,672847.0
2023,Real Salt Lake,500000.0,573500.0
2023,Real Salt Lake,1525000.0,1749292.0
2023,Real Salt Lake,600000.0,600000.0
2023,Real Salt Lake,450000.0,507000.0
2023,Real Salt Lake,85444.0,105444.0
2023,San Jose Earthquakes,85444.0,85444.0
2023,San Jose Earthquakes,525000.0,570111.0
2023,San Jose Earthquakes,700000.0,771875.0
2023,San Jose Earthquakes,85444.0,85444.0
2023,San Jose Earthquakes,250000.0,250000.0
2023,San Jose Earthquakes,100000.0,112500.0
2023,San Jose Earthquakes,67360.0,67360.0
2023,San Jose Earthquakes,600000.0,689909.0
2023,San Jose Earthquakes,400000.0,400000.0
2023,San Jose Earthquakes,763980.0,909863.0
2023,San Jose Earthquakes,1150000.0,1265000.0
2023,San Jose Earthquakes,1350000.0,1571086.0
2023,San Jose Earthquakes,650004.0,725004.0
2023,San Jose Earthquakes,130000.0,135775.0
2023,San Jose Earthquakes,350000.0,350000.0
2023,San Jose Earthquakes,180000.0,191375.0
2023,San Jose Earthquakes,85444.0,103838.0
2023,San Jose Earthquakes,1025000.0,1165667.0
2023,San Jose Earthquakes,1200000.0,1293500.0
2023,San Jose Earthquakes,67360.0,67360.0
2023,San Jose Earthquakes,130000.0,140071.0
2023,San Jose Earthquakes,700000.0,741250.0
2023,San Jose Earthquakes,68775.0,68775.0
2023,San Jose Earthquakes,600000.0,658000.0
2023,San Jose Earthquakes,250000.0,250000.0
2023,San Jose Earthquakes,88200.0,88200.0
2023,San Jose Earthquakes,115000.0,115000.0
2023,San Jose Earthquakes,67360.0,67360.0
2023,San Jose Earthquakes,500000.0,550000.0
2023,San Jose Earthquakes,85444.0,89611.0
2023,San Jose Earthquakes,67360.0,80755.0
2023,San Jose Earthquakes,150000.0,153000.0
2023,San Jose Earthquakes,750000.0,786875.0
2023,Seattle Sounders FC,550000.0,550000.0
2023,Seattle Sounders FC,930000.0,1019000.0
2023,Seattle Sounders FC,750000.0,750000.0
2023,Seattle Sounders FC,92400.0,96762.0
2023,Seattle Sounders FC,67360.0,73064.0
2023,Seattle Sounders FC,85444.0,105444.0
2023,Seattle Sounders FC,67360.0,67360.0
2023,Seattle Sounders FC,85444.0,85444.0
2023,Seattle Sounders FC,200000.0,217500.0
2023,Seattle Sounders FC,104000.0,118000.0
2023,Seattle Sounders FC,650000.0,650000.0
2023,Seattle Sounders FC,672732.0,741820.0
2023,Seattle Sounders FC,67360.0,79381.0
2023,Seattle Sounders FC,67360.0,69860.0
2023,Seattle Sounders FC,2640000.0,3256667.0
2023,Seattle Sounders FC,1300000.0,1383333.0
2023,Seattle Sounders FC,195000.0,195000.0
2023,Seattle Sounders FC,1550000.0,1560000.0
2023,Seattle Sounders FC,85444.0,85444.0
2023,Seattle Sounders FC,1320000.0,1441000.0
2023,Seattle Sounders FC,300000.0,332500.0
2023,Seattle Sounders FC,85444.0,85444.0
2023,Seattle Sounders FC,300000.0,300000.0
2023,Seattle Sounders FC,2472000.0,3201120.0
2023,Seattle Sounders FC,1800000.0,1871667.0
2023,Seattle Sounders FC,68775.0,68775.0
2023,Seattle Sounders FC,125000.0,132500.0
2023,Seattle Sounders FC,550000.0,571875.0
2023,Seattle Sounders FC,67360.0,76392.0
2023,Sporting Kansas City,67360.0,67360.0
2023,Sporting Kansas City,225000.0,271875.0
2023,Sporting Kansas City,85444.0,85444.0
2023,Sporting Kansas City,85444.0,88444.0
2023,Sporting Kansas City,85444.0,85444.0
2023,Sporting Kansas City,137500.0,140500.0
2023,Sporting Kansas City,85444.0,85444.0
2023,Sporting Kansas City,67360.0,67360.0
2023,Sporting Kansas City,450000.0,450000.0
2023,Sporting Kansas City,165000.0,170000.0
2023,Sporting Kansas City,165000.0,165000.0
2023,Sporting Kansas City,175000.0,207000.0
2023,Sporting Kansas City,850000.0,918000.0
2023,Sporting Kansas City,500000.0,501050.0
2023,Sporting Kansas City,130000.0,130000.0
2023,Sporting Kansas City,625000.0,637500.0
2023,Sporting Kansas City,350000.0,396125.0
2023,Sporting Kansas City,85444.0,91819.0
2023,Sporting Kansas City,2200000.0,2200000.0
2023,Sporting Kansas City,150000.0,173500.0
2023,Sporting Kansas City,800000.0,890000.0
2023,Sporting Kansas City,67360.0,67360.0
2023,Sporting Kansas City,456000.0,456000.0
2023,Sporting Kansas City,1000000.0,1000000.0
2023,Sporting Kansas City,1100000.0,1100000.0
2023,Sporting Kansas City,575000.0,625000.0
2023,Sporting Kansas City,1550000.0,1656250.0
2023,Sporting Kansas City,625000.0,625000.0
2023,Sporting Kansas City,425000.0,452860.0
2023,Sporting Kansas City,850000.0,850000.0
2023,Sporting Kansas City,325000.0,325000.0
2023,St. Louis City SC,85444.0,85444.0
2023,St. Louis City SC,220000.0,284425.0
2023,St. Louis City SC,85444.0,85444.0
2023,St. Louis City SC,88200.0,88200.0
2023,St. Louis City SC,246000.0,338250.0
2023,St. Louis City SC,1500000.0,1632469.0
2023,St. Louis City SC,85444.0,85444.0
2023,St. Louis City SC,380004.0,399287.0
2023,St. Louis City SC,67360.0,72360.0
2023,St. Louis City SC,85444.0,85444.0
2023,St. Louis City SC,85444.0,89341.0
2023,St. Louis City SC,175000.0,228250.0
2023,St. Louis City SC,1230000.0,1370284.0
2023,St. Louis City SC,1200000.0,1344250.0
2023,St. Louis City SC,100000.0,112833.0
2023,St. Louis City SC,68775.0,68775.0
2023,St. Louis City SC,160000.0,168000.0
2023,St. Louis City SC,250000.0,277500.0
2023,St. Louis City SC,1102450.0,1170950.0
2023,St. Louis City SC,67360.0,72360.0
2023,St. Louis City SC,700000.0,801000.0
2023,St. Louis City SC,1000000.0,1037500.0
2023,St. Louis City SC,67360.0,67360.0
2023,St. Louis City SC,325000.0,374375.0
2023,St. Louis City SC,68775.0,68775.0
2023,St. Louis City SC,68775.0,68775.0
2023,St. Louis City SC,88200.0,103200.0
2023,St. Louis City SC,150000.0,172438.0
2023,St. Louis City SC,250000.0,281250.0
2023,St. Louis City SC,67360.0,67360.0
2023,St. Louis City SC,85444.0,85444.0
2023,Toronto FC,68775.0,72880.0
2023,Toronto FC,3125000.0,6295381.0
2023,Toronto FC,600000.0,665000.0
2023,Toronto FC,614286.0,614286.0
2023,Toronto FC,67360.0,71693.0
2023,Toronto FC,525000.0,585000.0
2023,Toronto FC,67360.0,78162.0
2023,Toronto FC,67360.0,70827.0
2023,Toronto FC,300000.0,311667.0
2023,Toronto FC,7500000.0,15400000.0
2023,Toronto FC,405751.0,683013.0
2023,Toronto FC,85444.0,90763.0
2023,Toronto FC,85444.0,93569.0
2023,Toronto FC,275000.0,291003.0
2023,Toronto FC,152500.0,159313.0
2023,Toronto FC,67360.0,78787.0
2023,Toronto FC,350000.0,388000.0
2023,Toronto FC,1400000.0,1400000.0
2023,Toronto FC,600000.0,707500.0
2023,Toronto FC,130000.0,132500.0
2023,Toronto FC,625000.0,856625.0
2023,Toronto FC,95000.0,100167.0
2023,Toronto FC,120000.0,125000.0
2023,Toronto FC,763636.0,768636.0
2023,Toronto FC,600000.0,616667.0
2023,Toronto FC,475000.0,530833.0
2023,Toronto FC,85444.0,93410.0
2023,Toronto FC,85444.0,90704.0
2023,Toronto FC,268000.0,301500.0
2023,Vancouver Whitecaps FC,729516.0,817516.0
2023,Vancouver Whitecaps FC,85444.0,94819.0
2023,Vancouver Whitecaps FC,500000.0,562500.0
2023,Vancouver Whitecaps FC,67360.0,74802.0
2023,Vancouver Whitecaps FC,67360.0,70485.0
2023,Vancouver Whitecaps FC,150000.0,160250.0
2023,Vancouver Whitecaps FC,400000.0,451208.0
2023,Vancouver Whitecaps FC,68775.0,68775.0
2023,Vancouver Whitecaps FC,140000.0,153688.0
2023,Vancouver Whitecaps FC,350000.0,381125.0
2023,Vancouver Whitecaps FC,85444.0,94456.0
2023,Vancouver Whitecaps FC,1050000.0,1146375.0
2023,Vancouver Whitecaps FC,2400000.0,2505000.0
2023,Vancouver Whitecaps FC,85444.0,95044.0
2023,Vancouver Whitecaps FC,203000.0,222412.0
2023,Vancouver Whitecaps FC,228000.0,228000.0
2023,Vancouver Whitecaps FC,67360.0,67360.0
2023,Vancouver Whitecaps FC,760000.0,903625.0
2023,Vancouver Whitecaps FC,1436338.0,1436338.0
2023,Vancouver Whitecaps FC,300000.0,300000.0
2023,Vancouver Whitecaps FC,67360.0,85359.0
2023,Vancouver Whitecaps FC,120000.0,137000.0
2023,Vancouver Whitecaps FC,900000.0,992500.0
2023,Vancouver Whitecaps FC,179520.0,297233.0
2023,Vancouver Whitecaps FC,400000.0,449375.0
2023,Vancouver Whitecaps FC,495000.0,580500.0
2023,Vancouver Whitecaps FC,592000.0,645997.0
2023,Vancouver Whitecaps FC,511000.0,511000.0
2023,Vancouver Whitecaps FC,89716.0,94123.0
2024,Atlanta United FC,2400000.0,3685441.0
2024,Atlanta United FC,71401.0,71401.0
2024,Atlanta United FC,207000.0,242612.0
2024,Atlanta United FC,89716.0,126383.0
2024,Atlanta United FC,1000000.0,1120000.0
2024,Atlanta United FC,225000.0,256250.0
2024,Atlanta United FC,630000.0,830000.0
2024,Atlanta United FC,400000.0,447500.0
2024,Atlanta United FC,89716.0,109716.0
2024,Atlanta United FC,265000.0,303500.0
2024,Atlanta United FC,89716.0,97735.0
2024,Atlanta United FC,71401.0,71401.0
2024,Atlanta United FC,71401.0,71401.0
2024,Atlanta United FC,900000.0,998750.0
2024,Atlanta United FC,560000.0,604250.0
2024,Atlanta United FC,500000.0,595000.0
2024,Atlanta United FC,525000.0,566600.0
2024,Atlanta United FC,71401.0,71401.0
2024,Atlanta United FC,600000.0,612500.0
2024,Atlanta United FC,89716.0,89716.0
2024,Atlanta United FC,71401.0,71401.0
2024,Atlanta United FC,732275.0,871888.0
2024,Atlanta United FC,400000.0,437000.0
2024,Atlanta United FC,150000.0,154500.0
2024,Atlanta United FC,740000.0,740000.0
2024,Atlanta United FC,450000.0,450000.0
2024,Atlanta United FC,89716.0,96492.0
2024,Atlanta United FC,600000.0,660000.0
2024,Atlanta United FC,685000.0,778100.0
2024,Austin FC,495000.0,550401.0
2024,Austin FC,199992.0,199992.0
2024,Austin FC,1000000.0,1000000.0
2024,Austin FC,71401.0,71401.0
2024,Austin FC,110000.0,123600.0
2024,Austin FC,300000.0,300000.0
2024,Austin FC,500000.0,500000.0
2024,Austin FC,200000.0,200000.0
2024,Austin FC,350000.0,390000.0
2024,Austin FC,200000.0,224167.0
2024,Austin FC,262500.0,306250.0
2024,Austin FC,700000.0,773750.0
2024,Austin FC,1000000.0,1000000.0
2024,Austin FC,89716.0,93716.0
2024,Austin FC,459000.0,481813.0
2024,Austin FC,125000.0,138414.0
2024,Austin FC,1525000.0,1665000.0
2024,Austin FC,450000.0,495125.0
2024,Austin FC,4500000.0,6722500.0
2024,Austin FC,600000.0,654500.0
2024,Austin FC,89716.0,89716.0
2024,Austin FC,375000.0,375000.0
2024,Austin FC,428313.0,560922.0
2024,Austin FC,150000.0,157500.0
2024,Austin FC,350000.0,350000.0
2024,Austin FC,71401.0,82401.0
2024,Austin FC,89716.0,89716.0
2024,CF Montreal,89716.0,96591.0
2024,CF Montreal,89716.0,100452.0
2024,CF Montreal,240000.0,267600.0
2024,CF Montreal,450000.0,507625.0
2024,CF Montreal,1309091.0,1309091.0
2024,CF Montreal,71401.0,71401.0
2024,CF Montreal,251500.0,251500.0
2024,CF Montreal,800000.0,888000.0
2024,CF Montreal,350000.0,385000.0
2024,CF Montreal,89716.0,89716.0
2024,CF Montreal,130000.0,142434.0
2024,CF Montreal,350000.0,410000.0
2024,CF Montreal,350000.0,382000.0
2024,CF Montreal,135000.0,152156.0
2024,CF Montreal,225000.0,257000.0
2024,CF Montreal,344828.0,485055.0
2024,CF Montreal,336000.0,384333.0
2024,CF Montreal,216350.0,216350.0
2024,CF Montreal,325000.0,406875.0
2024,CF Montreal,397375.0,434500.0
2024,CF Montreal,89716.0,96591.0
2024,CF Montreal,335000.0,367500.0
2024,CF Montreal,1440000.0,1800000.0
2024,CF Montreal,175000.0,181813.0
2024,CF Montreal,400000.0,441250.0
2024,CF Montreal,720000.0,750000.0
2024,CF Montreal,92610.0,92610.0
2024,CF Montreal,71401.0,77383.0
2024,CF Montreal,225000.0,248500.0
2024,CF Montreal,71401.0,73682.0
2024,CF Montreal,71401.0,71401.0
2024,Charlotte FC,390000.0,427700.0
2024,Charlotte FC,500000.0,534444.0
2024,Charlotte FC,1960000.0,2214147.0
2024,Charlotte FC,500000.0,577750.0
2024,Charlotte FC,260000.0,297944.0
2024,Charlotte FC,360000.0,406250.0
2024,Charlotte FC,89716.0,101311.0
2024,Charlotte FC,89716.0,101769.0
2024,Charlotte FC,71401.0,71401.0
2024,Charlotte FC,2300000.0,2448500.0
2024,Charlotte FC,71401.0,71401.0
2024,Charlotte FC,250000.0,292500.0
2024,Charlotte FC,89716.0,89716.0
2024,Charlotte FC,71401.0,84909.0
2024,Charlotte FC,525000.0,572813.0
2024,Charlotte FC,71401.0,73401.0
2024,Charlotte FC,460000.0,484938.0
2024,Charlotte FC,71401.0,71401.0
2024,Charlotte FC,71401.0,71401.0
2024,Charlotte FC,400000.0,437125.0
2024,Charlotte FC,750000.0,850000.0
2024,Charlotte FC,100000.0,110833.0
2024,Charlotte FC,71401.0,71401.0
2024,Charlotte FC,89716.0,104650.0
2024,Charlotte FC,89716.0,97742.0
2024,Charlotte FC,275000.0,311875.0
2024,Charlotte FC,2200000.0,2258000.0
2024,Charlotte FC,350000.0,389000.0
2024,Charlotte FC,560000.0,607833.0
2024,Charlotte FC,325000.0,353083.0
2024,Charlotte FC,550000.0,576875.0
2024,Charlotte FC,89716.0,97216.0
2024,Charlotte FC,89716.0,89716.0
2024,Charlotte FC,115000.0,125000.0
2024,Chicago Fire FC,462000.0,472000.0
2024,Chicago Fire FC,400000.0,454167.0
2024,Chicago Fire FC,1392188.0,1558869.0
2024,Chicago Fire FC,3238000.0,3528044.0
2024,Chicago Fire FC,600000.0,600000.0
2024,Chicago Fire FC,250000.0,280000.0
2024,Chicago Fire FC,89716.0,94383.0
2024,Chicago Fire FC,803409.0,895879.0
2024,Chicago Fire FC,345000.0,376220.0
2024,Chicago Fire FC,529000.0,619000.0
2024,Chicago Fire FC,470800.0,470800.0
2024,Chicago Fire FC,344000.0,383500.0
2024,Chicago Fire FC,200000.0,217000.0
2024,Chicago Fire FC,165000.0,165000.0
2024,Chicago Fire FC,89716.0,89716.0
2024,Chicago Fire FC,500000.0,557500.0
2024,Chicago Fire FC,400000.0,421250.0
2024,Chicago Fire FC,115000.0,123167.0
2024,Chicago Fire FC,500000.0,525000.0
2024,Chicago Fire FC,620012.0,699679.0
2024,Chicago Fire FC,89716.0,89716.0
2024,Chicago Fire FC,71401.0,71401.0
2024,Chicago Fire FC,1600000.0,1633333.0
2024,Chicago Fire FC,1300000.0,1336667.0
2024,Chicago Fire FC,650004.0,712324.0
2024,Chicago Fire FC,230000.0,250280.0
2024,Chicago Fire FC,225000.0,248250.0
2024,Chicago Fire FC,104004.0,116465.0
2024,Chicago Fire FC,71401.0,71401.0
2024,Chicago Fire FC,71401.0,73285.0
2024,Chicago Fire FC,89716.0,89716.0
2024,Colorado Rapids,300000.0,339000.0
2024,Colorado Rapids,750000.0,841500.0
2024,Colorado Rapids,1392000.0,1449600.0
2024,Colorado Rapids,89716.0,89716.0
2024,Colorado Rapids,230000.0,255833.0
2024,Colorado Rapids,71401.0,75568.0
2024,Colorado Rapids,71401.0,71401.0
2024,Colorado Rapids,71401.0,72401.0
2024,Colorado Rapids,850000.0,862500.0
2024,Colorado Rapids,900000.0,900000.0
2024,Colorado Rapids,850000.0,850000.0
2024,Colorado Rapids,71401.0,71401.0
2024,Colorado Rapids,1350000.0,1675000.0
2024,Colorado Rapids,575000.0,636875.0
2024,Colorado Rapids,150000.0,150000.0
2024,Colorado Rapids,100000.0,105375.0
2024,Colorado Rapids,90000.0,97750.0
