year,club,base_salary,guaranteed_comp
2024,Colorado Rapids,89716.0,100549.0
2024,Colorado Rapids,89716.0,92216.0
2024,Colorado Rapids,665000.0,702125.0
2024,Colorado Rapids,400000.0,400000.0
2024,Colorado Rapids,1150000.0,1342500.0
2024,Colorado Rapids,470000.0,522400.0
2024,Colorado Rapids,130000.0,130000.0
2024,Colorado Rapids,410000.0,435000.0
2024,Colorado Rapids,125000.0,127000.0
2024,Colorado Rapids,1950000.0,1950000.0
2024,Colorado Rapids,89716.0,89716.0
2024,Columbus Crew,500000.0,574750.0
2024,Columbus Crew,71401.0,91409.0
2024,Columbus Crew,650000.0,737158.0
2024,Columbus Crew,360000.0,432500.0
2024,Columbus Crew,375000.0,482219.0
2024,Columbus Crew,350000.0,380000.0
2024,Columbus Crew,324996.0,362496.0
2024,Columbus Crew,375000.0,421875.0
2024,Columbus Crew,786996.0,793246.0
2024,Columbus Crew,89716.0,100340.0
2024,Columbus Crew,1400000.0,1540000.0
2024,Columbus Crew,800000.0,882000.0
2024,Columbus Crew,89716.0,89716.0
2024,Columbus Crew,2675000.0,3376827.0
2024,Columbus Crew,475000.0,551000.0
2024,Columbus Crew,71401.0,83401.0
2024,Columbus Crew,505000.0,553250.0
2024,Columbus Crew,89716.0,91561.0
2024,Columbus Crew,98261.0,102243.0
2024,Columbus Crew,125000.0,134978.0
2024,Columbus Crew,450000.0,495833.0
2024,Columbus Crew,600000.0,663750.0
2024,Columbus Crew,89716.0,97105.0
2024,Columbus Crew,89716.0,89716.0
2024,Columbus Crew,2600000.0,2886000.0
2024,Columbus Crew,450000.0,483250.0
2024,Columbus Crew,89716.0,89716.0
2024,D.C. United,4250000.0,4687500.0
2024,D.C. United,300000.0,356000.0
2024,D.C. United,585895.0,699795.0
2024,D.C. United,89716.0,124716.0
2024,D.C. United,400000.0,506250.0
2024,D.C. United,89716.0,91383.0
2024,D.C. United,681818.0,757818.0
2024,D.C. United,71401.0,71401.0
2024,D.C. United,230000.0,272500.0
2024,D.C. United,71401.0,71401.0
2024,D.C. United,71401.0,71401.0
2024,D.C. United,665000.0,731700.0
2024,D.C. United,89716.0,89716.0
2024,D.C. United,89716.0,89716.0
2024,D.C. United,89716.0,89716.0
2024,D.C. United,450000.0,490000.0
2024,D.C. United,89716.0,90002.0
2024,D.C. United,89716.0,99216.0
2024,D.C. United,1900000.0,2093588.0
2024,D.C. United,750000.0,845220.0
2024,D.C. United,1100000.0,1366200.0
2024,D.C. United,425000.0,450000.0
2024,D.C. United,900000.0,965625.0
2024,D.C. United,252000.0,276300.0
2024,D.C. United,200000.0,220000.0
2024,D.C. United,650000.0,650000.0
2024,D.C. United,89716.0,93766.0
2024,D.C. United,120000.0,139509.0
2024,FC Cincinnati,690000.0,909297.0
2024,FC Cincinnati,704952.0,854952.0
2024,FC Cincinnati,2000004.0,2206115.0
2024,FC Cincinnati,89716.0,137216.0
2024,FC Cincinnati,1080000.0,1205675.0
2024,FC Cincinnati,480000.0,485533.0
2024,FC Cincinnati,650000.0,721667.0
2024,FC Cincinnati,89716.0,89716.0
2024,FC Cincinnati,89716.0,89716.0
2024,FC Cincinnati,450000.0,498782.0
2024,FC Cincinnati,644319.0,712026.0
2024,FC Cincinnati,1431820.0,1578580.0
2024,FC Cincinnati,89716.0,89716.0
2024,FC Cincinnati,89716.0,94716.0
2024,FC Cincinnati,2960000.0,4216413.0
2024,FC Cincinnati,400000.0,449000.0
2024,FC Cincinnati,89716.0,103237.0
2024,FC Cincinnati,250000.0,294500.0
2024,FC Cincinnati,89716.0,98466.0
2024,FC Cincinnati,71401.0,71401.0
2024,FC Cincinnati,71401.0,88943.0
2024,FC Cincinnati,1310000.0,1444400.0
2024,FC Cincinnati,89716.0,89716.0
2024,FC Cincinnati,71401.0,71401.0
2024,FC Cincinnati,89716.0,94095.0
2024,FC Cincinnati,800000.0,915625.0
2024,FC Cincinnati,850000.0,898750.0
2024,FC Cincinnati,71401.0,79368.0
2024,FC Cincinnati,1525000.0,1525000.0
2024,FC Cincinnati,250000.0,270833.0
2024,FC Cincinnati,71401.0,73901.0
2024,FC Cincinnati,350000.0,398000.0
2024,FC Cincinnati,89716.0,93253.0
2024,FC Dallas,1250000.0,1591667.0
2024,FC Dallas,462000.0,504350.0
2024,FC Dallas,325000.0,397000.0
2024,FC Dallas,150000.0,176280.0
2024,FC Dallas,71401.0,71401.0
2024,FC Dallas,300000.0,345000.0
2024,FC Dallas,71401.0,71401.0
2024,FC Dallas,89716.0,113716.0
2024,FC Dallas,1800000.0,2230000.0
2024,FC Dallas,89716.0,114716.0
2024,FC Dallas,71401.0,71401.0
2024,FC Dallas,71401.0,71401.0
2024,FC Dallas,71401.0,71401.0
2024,FC Dallas,500000.0,549750.0
2024,FC Dallas,200000.0,227750.0
2024,FC Dallas,600000.0,702833.0
2024,FC Dallas,347750.0,347750.0
2024,FC Dallas,71401.0,71401.0
2024,FC Dallas,200000.0,212368.0
2024,FC Dallas,300000.0,347000.0
2024,FC Dallas,100000.0,101000.0
2024,FC Dallas,71401.0,71401.0
2024,FC Dallas,275000.0,297750.0
2024,FC Dallas,89716.0,89716.0
2024,FC Dallas,370000.0,389300.0
2024,FC Dallas,2000000.0,2204000.0
2024,FC Dallas,89716.0,89716.0
2024,FC Dallas,440000.0,440000.0
2024,FC Dallas,620000.0,683625.0
2024,FC Dallas,89716.0,108358.0
2024,FC Dallas,1550000.0,1729400.0
2024,FC Dallas,89716.0,105658.0
2024,FC Dallas,750000.0,841250.0
2024,FC Dallas,950000.0,1058000.0
2024,FC Dallas,512000.0,544813.0
2024,FC Dallas,125000.0,144519.0
2024,Houston Dynamo FC,89716.0,114716.0
2024,Houston Dynamo FC,89716.0,94314.0
2024,Houston Dynamo FC,450000.0,524250.0
2024,Houston Dynamo FC,2560000.0,2822200.0
2024,Houston Dynamo FC,159996.0,201657.0
2024,Houston Dynamo FC,550000.0,658750.0
2024,Houston Dynamo FC,71401.0,73594.0
2024,Houston Dynamo FC,71401.0,71401.0
2024,Houston Dynamo FC,150000.0,170313.0
2024,Houston Dynamo FC,71401.0,85151.0
2024,Houston Dynamo FC,475000.0,529667.0
2024,Houston Dynamo FC,700000.0,783375.0
2024,Houston Dynamo FC,250000.0,250000.0
2024,Houston Dynamo FC,461000.0,530618.0
2024,Houston Dynamo FC,450000.0,501379.0
2024,Houston Dynamo FC,774996.0,824996.0
2024,Houston Dynamo FC,100000.0,118063.0
2024,Houston Dynamo FC,475000.0,524167.0
2024,Houston Dynamo FC,89716.0,99427.0
2024,Houston Dynamo FC,150000.0,150000.0
2024,Houston Dynamo FC,250000.0,280000.0
2024,Houston Dynamo FC,135000.0,149250.0
2024,Houston Dynamo FC,424999.0,471249.0
2024,Houston Dynamo FC,120000.0,122750.0
2024,Houston Dynamo FC,231996.0,252890.0
2024,Houston Dynamo FC,1920000.0,2290200.0
2024,Houston Dynamo FC,4750000.0,5246875.0
2024,Houston Dynamo FC,71401.0,71401.0
2024,Houston Dynamo FC,605000.0,605000.0
2024,Houston Dynamo FC,650000.0,715000.0
2024,Houston Dynamo FC,450000.0,498425.0
2024,Houston Dynamo FC,625000.0,684281.0
2024,Inter Miami CF,345000.0,380700.0
2024,Inter Miami CF,89716.0,89716.0
2024,Inter Miami CF,99716.0,202216.0
2024,Inter Miami CF,150000.0,289839.0
2024,Inter Miami CF,71401.0,71401.0
2024,Inter Miami CF,150000.0,516667.0
2024,Inter Miami CF,150000.0,384708.0
2024,Inter Miami CF,71401.0,74426.0
2024,Inter Miami CF,150000.0,255000.0
2024,Inter Miami CF,400000.0,1000000.0
2024,Inter Miami CF,1500000.0,1500000.0
2024,Inter Miami CF,1092069.0,1092069.0
2024,Inter Miami CF,71401.0,71401.0
2024,Inter Miami CF,71401.0,71401.0
2024,Inter Miami CF,71401.0,79734.0
2024,Inter Miami CF,600000.0,722333.0
2024,Inter Miami CF,650000.0,675000.0
2024,Inter Miami CF,384996.0,412496.0
2024,Inter Miami CF,1250000.0,1500000.0
2024,Inter Miami CF,12000000.0,20446667.0
2024,Inter Miami CF,500000.0,504167.0
2024,Inter Miami CF,8499996.0,8774996.0
2024,Inter Miami CF,71401.0,73401.0
2024,Inter Miami CF,71401.0,73401.0
2024,Inter Miami CF,250000.0,342500.0
2024,Inter Miami CF,71401.0,71401.0
2024,Inter Miami CF,349992.0,405909.0
2024,Inter Miami CF,89716.0,89716.0
2024,Inter Miami CF,750000.0,809000.0
2024,Inter Miami CF,89716.0,89716.0
2024,Inter Miami CF,89716.0,91383.0
2024,Inter Miami CF,125000.0,125000.0
2024,Inter Miami CF,89716.0,95016.0
2024,Inter Miami CF,300000.0,326900.0
2024,LA Galaxy,71401.0,71401.0
2024,LA Galaxy,71401.0,71401.0
2024,LA Galaxy,960000.0,1216667.0
2024,LA Galaxy,71401.0,71401.0
2024,LA Galaxy,4000000.0,4642188.0
2024,LA Galaxy,200000.0,238000.0
2024,LA Galaxy,89716.0,111383.0
2024,LA Galaxy,3136000.0,4182000.0
2024,LA Galaxy,71401.0,73087.0
2024,LA Galaxy,275000.0,290000.0
2024,LA Galaxy,1680000.0,2459000.0
2024,LA Galaxy,175008.0,181675.0
2024,LA Galaxy,275000.0,291667.0
2024,LA Galaxy,550000.0,616667.0
2024,LA Galaxy,400000.0,412500.0
2024,LA Galaxy,800000.0,893334.0
2024,LA Galaxy,325000.0,335000.0
2024,LA Galaxy,125000.0,143500.0
2024,LA Galaxy,150000.0,150000.0
2024,LA Galaxy,1250000.0,1310000.0
2024,LA Galaxy,89716.0,89716.0
2024,LA Galaxy,1200000.0,1409000.0
2024,LA Galaxy,683750.0,683750.0
2024,LA Galaxy,165000.0,178625.0
2024,LA Galaxy,600000.0,656667.0
2024,LA Galaxy,800000.0,876250.0
2024,LA Galaxy,275000.0,308000.0
2024,LAFC,800000.0,800000.0
2024,LAFC,71401.0,71401.0
2024,LAFC,71401.0,71401.0
2024,LAFC,325000.0,325000.0
2024,LAFC,89716.0,98049.0
2024,LAFC,71401.0,71401.0
2024,LAFC,1350000.0,1350000.0
2024,LAFC,1600000.0,1825500.0
2024,LAFC,71401.0,71401.0
2024,LAFC,89716.0,99849.0
2024,LAFC,2800000.0,3675000.0
2024,LAFC,71401.0,71401.0
2024,LAFC,89716.0,89716.0
2024,LAFC,689700.0,689700.0
2024,LAFC,220000.0,220000.0
2024,LAFC,2920000.0,3609500.0
2024,LAFC,675000.0,675000.0
2024,LAFC,500000.0,500000.0
2024,LAFC,350000.0,350000.0
2024,LAFC,71401.0,75151.0
2024,LAFC,680000.0,680000.0
2024,LAFC,250000.0,250000.0
2024,LAFC,71401.0,83781.0
2024,LAFC,675000.0,675000.0
2024,LAFC,600000.0,637500.0
2024,LAFC,128500.0,131000.0
2024,LAFC,1267875.0,1267875.0
2024,LAFC,350004.0,557504.0
2024,LAFC,1259760.0,1303044.0
2024,LAFC,645000.0,645000.0
2024,LAFC,185500.0,187500.0
2024,LAFC,500000.0,559500.0
2024,LAFC,250000.0,368750.0
2024,Minnesota United FC,89716.0,89716.0
2024,Minnesota United FC,125000.0,125000.0
2024,Minnesota United FC,89716.0,103008.0
2024,Minnesota United FC,71401.0,74392.0
2024,Minnesota United FC,610000.0,699800.0
2024,Minnesota United FC,165000.0,182469.0
2024,Minnesota United FC,1225000.0,1427200.0
2024,Minnesota United FC,93988.0,138690.0
2024,Minnesota United FC,350000.0,350000.0
2024,Minnesota United FC,89716.0,89716.0
2024,Minnesota United FC,89716.0,90549.0
2024,Minnesota United FC,71401.0,73285.0
2024,Minnesota United FC,71401.0,81028.0
2024,Minnesota United FC,71401.0,88621.0
2024,Minnesota United FC,400000.0,445000.0
2024,Minnesota United FC,160000.0,190117.0
2024,Minnesota United FC,89716.0,96716.0
2024,Minnesota United FC,89716.0,140902.0
2024,Minnesota United FC,3200000.0,3550000.0
2024,Minnesota United FC,575750.0,682458.0
2024,Minnesota United FC,89716.0,89716.0
2024,Minnesota United FC,150000.0,168822.0
2024,Minnesota United FC,725000.0,811875.0
2024,Minnesota United FC,605000.0,655000.0
2024,Minnesota United FC,93988.0,93988.0
2024,Minnesota United FC,310000.0,317500.0
2024,Minnesota United FC,89716.0,89716.0
2024,Minnesota United FC,1500000.0,1639375.0
2024,Minnesota United FC,190000.0,203533.0
2024,Minnesota United FC,500000.0,557500.0
2024,Minnesota United FC,460000.0,481875.0
2024,Minnesota United FC,675000.0,728097.0
2024,Minnesota United FC,71401.0,71401.0
2024,Minnesota United FC,125000.0,141250.0
2024,Nashville SC,375000.0,491013.0
2024,Nashville SC,3800000.0,5211667.0
2024,Nashville SC,89716.0,89716.0
2024,Nashville SC,89716.0,89716.0
2024,Nashville SC,71401.0,75401.0
2024,Nashville SC,71401.0,71401.0
2024,Nashville SC,770000.0,775000.0
2024,Nashville SC,71401.0,71401.0
2024,Nashville SC,71401.0,71401.0
2024,Nashville SC,89716.0,89716.0
2024,Nashville SC,114000.0,114000.0
2024,Nashville SC,250000.0,285000.0
2024,Nashville SC,556244.0,573744.0
2024,Nashville SC,600000.0,658333.0
2024,Nashville SC,2500000.0,2907639.0
2024,Nashville SC,71401.0,100227.0
2024,Nashville SC,700000.0,795467.0
2024,Nashville SC,350000.0,395000.0
2024,Nashville SC,800000.0,881500.0
2024,Nashville SC,3200000.0,3456979.0
2024,Nashville SC,550000.0,597250.0
2024,Nashville SC,275000.0,295000.0
2024,Nashville SC,650000.0,721250.0
2024,Nashville SC,71401.0,76401.0
2024,Nashville SC,100000.0,102100.0
2024,Nashville SC,89716.0,109966.0
2024,Nashville SC,525000.0,525000.0
2024,Nashville SC,910000.0,1024000.0
2024,Nashville SC,94202.0,94202.0
2024,Nashville SC,1000000.0,1115000.0
2024,New England Revolution,800000.0,895311.0
2024,New England Revolution,610000.0,682283.0
2024,New England Revolution,4000000.0,4452083.0
2024,New England Revolution,155000.0,186500.0
2024,New England Revolution,450000.0,512500.0
2024,New England Revolution,950000.0,1010000.0
2024,New England Revolution,155000.0,155000.0
2024,New England Revolution,275000.0,286583.0
2024,New England Revolution,71401.0,73401.0
2024,New England Revolution,385000.0,470000.0
2024,New England Revolution,89716.0,102938.0
2024,New England Revolution,1000000.0,1037500.0
2024,New England Revolution,550000.0,591667.0
2024,New England Revolution,125000.0,131250.0
2024,New England Revolution,1700000.0,1947500.0
2024,New England Revolution,115000.0,120923.0
2024,New England Revolution,775000.0,775000.0
2024,New England Revolution,683750.0,683750.0
2024,New England Revolution,675000.0,721667.0
2024,New England Revolution,435000.0,435000.0
2024,New England Revolution,400000.0,421250.0
2024,New England Revolution,375000.0,375000.0
2024,New England Revolution,89716.0,96383.0
2024,New England Revolution,89716.0,89716.0
2024,New England Revolution,600000.0,663962.0
2024,New England Revolution,450000.0,471250.0
2024,New England Revolution,375000.0,393813.0
2024,New England Revolution,750000.0,750000.0
2024,New England Revolution,71401.0,76961.0
2024,New England Revolution,89716.0,91716.0
2024,New England Revolution,89716.0,89716.0
2024,New England Revolution,92610.0,92610.0
2024,New York City FC,300000.0,344800.0
2024,New York City FC,175000.0,195833.0
2024,New York City FC,71401.0,71401.0
2024,New York City FC,480000.0,547833.0
2024,New York City FC,1400000.0,1510000.0
2024,New York City FC,71401.0,71401.0
2024,New York City FC,650000.0,687500.0
2024,New York City FC,71401.0,71401.0
2024,New York City FC,89716.0,89716.0
2024,New York City FC,240000.0,308750.0
2024,New York City FC,900000.0,1030000.0
2024,New York City FC,71401.0,75568.0
2024,New York City FC,250000.0,270000.0
2024,New York City FC,480000.0,500000.0
2024,New York City FC,300000.0,328483.0
2024,New York City FC,564000.0,628300.0
2024,New York City FC,660000.0,749750.0
2024,New York City FC,360000.0,456720.0
2024,New York City FC,71401.0,77337.0
2024,New York City FC,350000.0,461500.0
2024,New York City FC,1000000.0,1058333.0
2024,New York City FC,1200000.0,1331333.0
2024,New York City FC,71401.0,83901.0
2024,New York City FC,240000.0,331700.0
2024,New York City FC,89716.0,112972.0
2024,New York City FC,575000.0,641500.0
2024,New York City FC,2000000.0,2462000.0
2024,New York City FC,150000.0,165000.0
2024,New York City FC,165000.0,172688.0
2024,New York City FC,89716.0,123239.0
2024,New York City FC,200000.0,219600.0
2024,New York City FC,950000.0,1065000.0
2024,New York Red Bulls,150000.0,165432.0
2024,New York Red Bulls,110000.0,127425.0
2024,New York Red Bulls,120000.0,178000.0
2024,New York Red Bulls,1020000.0,1169777.0
2024,New York Red Bulls,165000.0,170000.0
2024,New York Red Bulls,640000.0,720800.0
2024,New York Red Bulls,340000.0,398769.0
2024,New York Red Bulls,71401.0,71401.0
2024,New York Red Bulls,420000.0,473200.0
2024,New York Red Bulls,71401.0,91809.0
2024,New York Red Bulls,5405000.0,6035625.0
2024,New York Red Bulls,385000.0,385000.0
2024,New York Red Bulls,247500.0,272500.0
2024,New York Red Bulls,642000.0,717000.0
2024,New York Red Bulls,100000.0,182241.0
2024,New York Red Bulls,71401.0,86111.0
2024,New York Red Bulls,130000.0,155400.0
2024,New York Red Bulls,71401.0,88169.0
2024,New York Red Bulls,480000.0,557250.0
2024,New York Red Bulls,1350000.0,1489767.0
2024,New York Red Bulls,89716.0,109668.0
2024,New York Red Bulls,450000.0,526250.0
2024,New York Red Bulls,500000.0,555750.0
2024,New York Red Bulls,89716.0,98466.0
2024,New York Red Bulls,89716.0,109719.0
2024,New York Red Bulls,294000.0,294000.0
2024,New York Red Bulls,1250000.0,1381250.0
2024,New York Red Bulls,500000.0,549649.0
2024,New York Red Bulls,500000.0,571871.0
2024,New York Red Bulls,300000.0,351250.0
2024,Orlando City SC,360000.0,362000.0
2024,Orlando City SC,71401.0,71401.0
2024,Orlando City SC,71401.0,71401.0
2024,Orlando City SC,825000.0,1146000.0
2024,Orlando City SC,175000.0,217471.0
2024,Orlando City SC,71401.0,71401.0
2024,Orlando City SC,300000.0,345125.0
2024,Orlando City SC,1560000.0,1812400.0
2024,Orlando City SC,71401.0,71401.0
2024,Orlando City SC,200000.0,227500.0
2024,Orlando City SC,2832817.0,4336150.0
2024,Orlando City SC,600000.0,683000.0
2024,Orlando City SC,800000.0,800000.0
2024,Orlando City SC,850000.0,946667.0
2024,Orlando City SC,71401.0,85909.0
2024,Orlando City SC,71401.0,71401.0
2024,Orlando City SC,800000.0,1089333.0
2024,Orlando City SC,150000.0,150000.0
2024,Orlando City SC,675000.0,714000.0
2024,Orlando City SC,290000.0,305900.0
2024,Orlando City SC,95000.0,104024.0
2024,Orlando City SC,500004.0,532664.0
2024,Orlando City SC,900000.0,972600.0
2024,Orlando City SC,480000.0,520250.0
2024,Orlando City SC,350000.0,399250.0
2024,Orlando City SC,89716.0,93716.0
2024,Orlando City SC,120000.0,126530.0
2024,Orlando City SC,142000.0,157650.0
2024,Orlando City SC,340909.0,398636.0
2024,Orlando City SC,89716.0,89716.0
2024,Orlando City SC,324996.0,351184.0
2024,Orlando City SC,71401.0,73536.0
2024,Orlando City SC,89716.0,95716.0
2024,Philadelphia Union,300000.0,349800.0
2024,Philadelphia Union,71401.0,85517.0
2024,Philadelphia Union,155000.0,171500.0
2024,Philadelphia Union,160000.0,172825.0
2024,Philadelphia Union,550000.0,602100.0
2024,Philadelphia Union,71401.0,85066.0
2024,Philadelphia Union,800000.0,981250.0
2024,Philadelphia Union,200000.0,364000.0
2024,Philadelphia Union,71401.0,81316.0
2024,Philadelphia Union,71401.0,87281.0
2024,Philadelphia Union,89716.0,106040.0
2024,Philadelphia Union,89716.0,97910.0
2024,Philadelphia Union,71401.0,76594.0
2024,Philadelphia Union,100000.0,102000.0
2024,Philadelphia Union,324996.0,389996.0
2024,Philadelphia Union,875000.0,1032500.0
2024,Philadelphia Union,89716.0,109872.0
2024,Philadelphia Union,71401.0,80764.0
2024,Philadelphia Union,280000.0,312625.0
2024,Philadelphia Union,650000.0,760000.0
2024,Philadelphia Union,225000.0,263875.0
2024,Philadelphia Union,1600000.0,1757500.0
2024,Philadelphia Union,240000.0,262050.0
2024,Philadelphia Union,1000000.0,1138125.0
2024,Philadelphia Union,89716.0,89716.0
2024,Philadelphia Union,1800000.0,2040000.0
2024,Philadelphia Union,300000.0,314500.0
2024,Philadelphia Union,200000.0,226533.0
2024,Philadelphia Union,350000.0,423589.0
2024,Philadelphia Union,93988.0,93988.0
2024,Philadelphia Union,800000.0,893750.0
2024,Philadelphia Union,100000.0,107636.0
2024,Philadelphia Union,150000.0,153500.0
2024,Portland Timbers,89716.0,93519.0
2024,Portland Timbers,150000.0,196750.0
2024,Portland Timbers,175200.0,202183.0
2024,Portland Timbers,1775000.0,2627500.0
2024,Portland Timbers,225000.0,291650.0
2024,Portland Timbers,89716.0,89716.0
2024,Portland Timbers,555000.0,618333.0
2024,Portland Timbers,550000.0,607500.0
2024,Portland Timbers,89716.0,89716.0
2024,Portland Timbers,125000.0,145833.0
2024,Portland Timbers,742500.0,767500.0
2024,Portland Timbers,425000.0,490042.0
2024,Portland Timbers,550000.0,705313.0
2024,Portland Timbers,1275000.0,1472750.0
2024,Portland Timbers,580000.0,678000.0
2024,Portland Timbers,325000.0,381654.0
2024,Portland Timbers,735000.0,907950.0
2024,Portland Timbers,600000.0,658000.0
2024,Portland Timbers,675000.0,675000.0
2024,Portland Timbers,104000.0,104000.0
2024,Portland Timbers,400000.0,452000.0
2024,Portland Timbers,250000.0,289375.0
2024,Portland Timbers,500000.0,508333.0
2024,Portland Timbers,1930000.0,2355000.0
2024,Real Salt Lake,71401.0,76836.0
2024,Real Salt Lake,110000.0,130000.0
2024,Real Salt Lake,71401.0,71847.0
2024,Real Salt Lake,89716.0,97229.0
2024,Real Salt Lake,89716.0,89716.0
2024,Real Salt Lake,89716.0,97042.0
2024,Real Salt Lake,626400.0,699247.0
2024,Real Salt Lake,600000.0,675500.0
2024,Real Salt Lake,1650000.0,1797108.0
2024,Real Salt Lake,185000.0,209667.0
2024,Real Salt Lake,252000.0,274883.0
2024,Real Salt Lake,89716.0,89716.0
2024,Real Salt Lake,825000.0,911500.0
2024,Real Salt Lake,400000.0,448833.0
2024,Real Salt Lake,1000000.0,1000000.0
2024,Real Salt Lake,400000.0,469875.0
2024,Real Salt Lake,71401.0,77383.0
2024,Real Salt Lake,71401.0,71401.0
2024,Real Salt Lake,1150000.0,1330000.0
2024,Real Salt Lake,330000.0,373167.0
2024,Real Salt Lake,1899996.0,2088746.0
2024,Real Salt Lake,89716.0,89716.0
2024,Real Salt Lake,71401.0,71401.0
2024,Real Salt Lake,71401.0,84124.0
2024,Real Salt Lake,89716.0,100816.0
2024,Real Salt Lake,89716.0,89716.0
2024,Real Salt Lake,475000.0,532000.0
2024,Real Salt Lake,89716.0,89716.0
2024,Real Salt Lake,350000.0,350000.0
2024,Real Salt Lake,225000.0,243750.0
2024,Real Salt Lake,600000.0,658653.0
2024,Real Salt Lake,750000.0,820000.0
2024,Real Salt Lake,125000.0,139750.0
2024,Real Salt Lake,125000.0,129294.0
2024,Real Salt Lake,400000.0,400000.0
2024,Real Salt Lake,195000.0,218750.0
2024,Real Salt Lake,120000.0,125583.0
2024,Real Salt Lake,205000.0,218688.0
2024,Real Salt Lake,275000.0,300678.0
2024,Real Salt Lake,110000.0,126000.0
2024,Real Salt Lake,180000.0,198150.0
2024,San Jose Earthquakes,850000.0,1020000.0
2024,San Jose Earthquakes,71401.0,72988.0
2024,San Jose Earthquakes,850000.0,912500.0
2024,San Jose Earthquakes,1000000.0,1118333.0
2024,San Jose Earthquakes,300000.0,335500.0
2024,San Jose Earthquakes,150000.0,150000.0
2024,San Jose Earthquakes,350000.0,388333.0
2024,San Jose Earthquakes,385000.0,385000.0
2024,San Jose Earthquakes,89716.0,89716.0
2024,San Jose Earthquakes,292000.0,328700.0
2024,San Jose Earthquakes,71401.0,71401.0
2024,San Jose Earthquakes,300000.0,332500.0
2024,San Jose Earthquakes,1820000.0,2002000.0
2024,San Jose Earthquakes,89716.0,89716.0
2024,San Jose Earthquakes,200000.0,203000.0
2024,San Jose Earthquakes,71401.0,71401.0
2024,San Jose Earthquakes,125000.0,127500.0
2024,San Jose Earthquakes,1460000.0,1681086.0
2024,San Jose Earthquakes,110000.0,114167.0
2024,San Jose Earthquakes,900000.0,936875.0
2024,San Jose Earthquakes,89716.0,89716.0
2024,San Jose Earthquakes,650000.0,708000.0
2024,San Jose Earthquakes,550000.0,595111.0
2024,San Jose Earthquakes,400000.0,400000.0
2024,San Jose Earthquakes,89716.0,89716.0
2024,San Jose Earthquakes,425000.0,425000.0
2024,San Jose Earthquakes,859478.0,1005361.0
2024,San Jose Earthquakes,105000.0,105000.0
2024,San Jose Earthquakes,300000.0,300000.0
2024,San Jose Earthquakes,89716.0,103111.0
2024,San Jose Earthquakes,71401.0,83841.0
2024,San Jose Earthquakes,160000.0,170071.0
2024,San Jose Earthquakes,110000.0,128394.0
2024,Seattle Sounders FC,98261.0,108261.0
2024,Seattle Sounders FC,89716.0,89716.0
2024,Seattle Sounders FC,150000.0,150000.0
2024,Seattle Sounders FC,89716.0,89716.0
2024,Seattle Sounders FC,359091.0,389394.0
2024,Seattle Sounders FC,750000.0,832500.0
2024,Seattle Sounders FC,785000.0,1164000.0
2024,Seattle Sounders FC,100444.0,100444.0
2024,Seattle Sounders FC,350000.0,350000.0
2024,Seattle Sounders FC,550000.0,550000.0
2024,Seattle Sounders FC,465000.0,465000.0
2024,Seattle Sounders FC,600000.0,600000.0
2024,Seattle Sounders FC,71401.0,83422.0
2024,Seattle Sounders FC,89716.0,89716.0
2024,Seattle Sounders FC,89716.0,95420.0
2024,Seattle Sounders FC,550000.0,571875.0
2024,Seattle Sounders FC,1400000.0,1483333.0
2024,Seattle Sounders FC,89716.0,98748.0
2024,Seattle Sounders FC,1420000.0,1541000.0
2024,Seattle Sounders FC,1683750.0,1693750.0
2024,Seattle Sounders FC,89716.0,89716.0
2024,Seattle Sounders FC,100000.0,120000.0
2024,Seattle Sounders FC,2150000.0,2221667.0
2024,Seattle Sounders FC,2000000.0,2729120.0
2024,Seattle Sounders FC,235000.0,259900.0
2024,Seattle Sounders FC,89716.0,89716.0
2024,Seattle Sounders FC,71401.0,73901.0
2024,Seattle Sounders FC,550000.0,550000.0
2024,Sporting Kansas City,89716.0,92716.0
2024,Sporting Kansas City,1000000.0,1072083.0
2024,Sporting Kansas City,71401.0,71401.0
2024,Sporting Kansas City,89716.0,100682.0
2024,Sporting Kansas City,71401.0,71401.0
2024,Sporting Kansas City,89716.0,99953.0
2024,Sporting Kansas City,3600000.0,3866667.0
2024,Sporting Kansas City,1440000.0,1530000.0
2024,Sporting Kansas City,200000.0,223500.0
2024,Sporting Kansas City,700000.0,750000.0
2024,Sporting Kansas City,510000.0,510000.0
2024,Sporting Kansas City,71401.0,71401.0
2024,Sporting Kansas City,71401.0,71401.0
2024,Sporting Kansas City,71401.0,71401.0
2024,Sporting Kansas City,600000.0,601050.0
2024,Sporting Kansas City,900000.0,900000.0
2024,Sporting Kansas City,115000.0,115000.0
2024,Sporting Kansas City,450000.0,477860.0
2024,Sporting Kansas City,400000.0,405000.0
2024,Sporting Kansas City,1300000.0,1300000.0
2024,Sporting Kansas City,1000000.0,1106250.0
2024,Sporting Kansas City,475000.0,521875.0
2024,Sporting Kansas City,1000000.0,1000000.0
2024,Sporting Kansas City,625000.0,637500.0
2024,Sporting Kansas City,120000.0,120000.0
2024,Sporting Kansas City,450000.0,450000.0
2024,Sporting Kansas City,71401.0,75999.0
2024,St. Louis City SC,71401.0,71401.0
2024,St. Louis City SC,300000.0,392250.0
2024,St. Louis City SC,89716.0,109216.0
2024,St. Louis City SC,138000.0,159273.0
2024,St. Louis City SC,318000.0,324667.0
2024,St. Louis City SC,71401.0,71401.0
2024,St. Louis City SC,71401.0,71401.0
